Name,AltName,OrigName,State,County1,County2,County3,OrigCounty,Established,Discontinued,Continuous,StampIndex,ID,Coordinates,Duration,GNIS.Match,GNIS.Name,GNIS.County,GNIS.State,GNIS.FEATURE_ID,GNIS.Feature.Class,GNIS.OrigName,GNIS.OrigCounty,GNIS.Latitude,GNIS.Longitude,GNIS.ELEV_IN_M,GNIS.MatchScore,Latitude,Longitude
CARPENTER,,CARPENTER,TX,BEXAR,,,Bexar,1900,1911,TRUE,3,129968,FALSE,11,FALSE,,,,,,,,,,,,,
CARPENTER,,CARPENTER,TX,WILSON,,,Wilson,1911,1928,TRUE,3,129969,TRUE,17,TRUE,CARPENTER,WILSON,TX,1332182,Populated Place,Carpenter,Wilson,29.37829,-98.18473,155,1,29.37829,-98.18473
CARR,,CARR,TX,TITUS,,,Titus,1887,1892,TRUE,6,129982,FALSE,5,FALSE,,,,,,,,,,,,,
CARRICITOS,,CARRICITOS,TX,CAMERON,,,Cameron,1908,1914,TRUE,4,129990,TRUE,6,TRUE,CARRICITOS,CAMERON,TX,1372949,Populated Place,Carricitos,Cameron,26.04536,-97.70971,16,1,26.04536,-97.70971
CARRIZO,,CARRIZO,TX,ZAPATA,,,Zapata,1854,1901,TRUE,5,130000,TRUE,47,TRUE,CARRIZO,ZAPATA,TX,1350720,Populated Place,Carrizo,Zapata,26.90726,-99.27143,121,1,26.90726,-99.27143
CARRIZO SPRINGS,,CARRIZO SPRINGS,TX,DIMMIT,,,Dimmit,1878,,TRUE,0,130002,TRUE,,TRUE,CARRIZO SPRINGS,DIMMIT,TX,2731387,Post Office,Carrizo Springs Post Office,Dimmit,28.52402,-99.85926,181,1,28.52402,-99.85926
CARROLL,,CARROLL,TX,SMITH,,,Smith,1890,1904,TRUE,5,130009,TRUE,14,TRUE,CARROLL,SMITH,TX,1353873,Populated Place,Carroll,Smith,32.47736,-95.52024,162,1,32.47736,-95.52024
CARROLL'S PRAIRIE,CARROLLS PRAIRIE,CARROLL'S PRAIRIE,TX,HOPKINS,,,Hopkins,1876,1894,TRUE,6,130016,FALSE,18,FALSE,,,,,,,,,,,,,
CARROLLTON,,CARROLLTON,TX,DALLAS,,,Dallas,1878,,TRUE,0,130017,TRUE,,TRUE,CARROLLTON,DALLAS,TX,2428263,Post Office,Carrollton Post Office,Dallas,32.97503,-96.88633,157,1,32.97503,-96.88633
CARROLLTON,,CARROLLTON,TX,UPSHUR,,,Upshur,1858,1877,TRUE,6,130018,FALSE,19,FALSE,,,,,,,,,,,,,
CARR'S,CARRS,CARR'S,TX,HILL,,,Hill,1871,1871,TRUE,7,130020,FALSE,0,FALSE,,,,,,,,,,,,,
CARRUTH,,CARRUTH,TX,CALDWELL,,,Caldwell,1902,1908,TRUE,5,130021,FALSE,6,FALSE,,,,,,,,,,,,,
CARSNER,,CARSNER,TX,VICTORIA,,,Victoria,1892,1895,TRUE,7,130023,FALSE,3,FALSE,,,,,,,,,,,,,
CARSON,,CARSON,TX,FANNIN,,,Fannin,1898,1907,TRUE,5,130032,TRUE,9,TRUE,CARSON,FANNIN,TX,1381600,Populated Place,Carson,Fannin,33.70205,-96.00581,171,1,33.70205,-96.00581
CARTA VALLEY,,CARTA VALLEY,TX,EDWARDS,,,Edwards,1907,1976,TRUE,1,130044,TRUE,69,TRUE,CARTA VALLEY,EDWARDS,TX,1353887,Populated Place,Carta Valley,Edwards,29.79355,-100.6748,568,1,29.79355,-100.6748
CARTER,,CARTER,TX,DENTON,,,Denton,1860,1861,TRUE,8,130049,TRUE,1,TRUE,CARTER,DENTON,TX,1378094,Populated Place,Carter,Denton,33.1904,-97.10168,193,1,33.1904,-97.10168
CARTER,,CARTER,TX,PARKER,,,Parker,1888,1907,TRUE,4,130050,TRUE,19,TRUE,CARTER,PARKER,TX,1378093,Populated Place,Carter,Parker,32.90679,-97.74142,332,1,32.90679,-97.74142
CARTER'S MILL,CARTERS MILL,CARTER'S MILL,TX,GREGG,,,Gregg,1877,1881,TRUE,8,130059,FALSE,4,FALSE,,,,,,,,,,,,,
CARTERSVILLE,,CARTERSVILLE,TX,PARKER,,,Parker,1867,1888,TRUE,5,130061,FALSE,21,FALSE,,,,,,,,,,,,,
CARTHAGE,,CARTHAGE,TX,PANOLA,,,Panola,1849,,TRUE,0,130068,TRUE,,TRUE,CARTHAGE,PANOLA,TX,2731746,Post Office,Carthage Post Office,Panola,32.15491,-94.33939,97,1,32.15491,-94.33939
CARTWRIGHT,,CARTWRIGHT,TX,WOOD,,,Wood,1894,1907,TRUE,5,130073,TRUE,13,TRUE,CARTWRIGHT,WOOD,TX,1380827,Populated Place,Cartwright,Wood,32.87207,-95.37134,142,1,32.87207,-95.37134
CASA BLANCA,,CASA BLANCA,TX,JIM WELLS,,,Jim Wells,1860,1866,TRUE,5,130085,TRUE,6,TRUE,CASA BLANCA,JIM WELLS,TX,1381014,Populated Place,Casa Blanca,Jim Wells,28.00085,-97.90389,55,1,28.00085,-97.90389
CASA PIEDRA,,CASA PIEDRA,TX,PRESIDIO,,,Presidio,1912,1954,TRUE,1,130092,TRUE,42,TRUE,CASA PIEDRA,PRESIDIO,TX,1378098,Populated Place,Casa Piedra,Presidio,29.73851,-104.0541,1049,1,29.73851,-104.0541
CASABLANCA,,CASABLANCA,TX,JIM WELLS,,,Jim Wells,1893,1922,TRUE,3,130095,TRUE,29,TRUE,CASA BLANCA,JIM WELLS,TX,1381014,Populated Place,Casa Blanca,Jim Wells,28.00085,-97.90389,55,0.9,28.00085,-97.90389
CASCO,,CASCO,TX,DICKENS,,,Dickens,1908,1910,TRUE,5,130116,FALSE,2,FALSE,,,,,,,,,,,,,
CASE'S,CASES,CASE'S,TX,TRAVIS,,,Travis,1852,1853,TRUE,9,130121,TRUE,1,TRUE,CASIS,TRAVIS,TX,1332290,School,Casis School,Travis,30.3041,-97.76584,184,0.8,30.3041,-97.76584
CASE'S MILLS,CASES MILLS,CASE'S MILLS,TX,TRAVIS,,,Travis,1855,1859,TRUE,8,130122,FALSE,4,FALSE,,,,,,,,,,,,,
CASEY,,CASEY,TX,JEFF DAVIS,,,Jeff Davis,1905,1917,TRUE,4,130126,FALSE,12,FALSE,,,,,,,,,,,,,
CASH,,CASH,TX,HUNT,,,Hunt,1895,1954,TRUE,1,130130,TRUE,59,TRUE,CASH,HUNT,TX,1332285,Populated Place,Cash,Hunt,32.99456,-96.10803,153,1,32.99456,-96.10803
CASON,,CASON,TX,MORRIS,,,Morris,1878,,TRUE,0,130143,TRUE,,TRUE,CASON,MORRIS,TX,2731106,Post Office,Cason Post Office,Morris,33.03867,-94.81377,105,1,33.03867,-94.81377
CASS,,CASS,TX,CASS,,,Cass,1896,1928,TRUE,3,130147,TRUE,32,TRUE,CASS,CASS,TX,1378099,Populated Place,Cass,Cass,33.19513,-94.06324,73,1,33.19513,-94.06324
CASTELL,,CASTELL,TX,LLANO,,,Llano,1872,,TRUE,0,130161,TRUE,,TRUE,CASTELL,LLANO,TX,2732199,Post Office,Castell Post Office,Llano,30.70118,-98.95682,366,1,30.70118,-98.95682
CASTINE,,CASTINE,TX,KARNES,,,Karnes,1898,1899,TRUE,7,130165,TRUE,1,TRUE,CASTINE,KARNES,TX,1359323,Populated Place,Castine,Karnes,28.95747,-97.98528,95,1,28.95747,-97.98528
CASTOLON,,CASTOLON,TX,BREWSTER,,,Brewster,1926,1954,TRUE,1,130200,TRUE,28,TRUE,CASTOLON,BREWSTER,TX,1379515,Populated Place,Castolon,Brewster,29.13326,-103.5143,660,1,29.13326,-103.5143
CASTROVILLE,,CASTROVILLE,TX,MEDINA,,,Medina,1847,,TRUE,0,130203,TRUE,,TRUE,CASTROVILLE,MEDINA,TX,2732058,Post Office,Castroville Post Office,Medina,29.35166,-98.88663,242,1,29.35166,-98.88663
CAT CLAW,,CAT CLAW,TX,CALLAHAN,,,Callahan,1881,1882,TRUE,8,130205,TRUE,1,TRUE,CATCLAW,CALLAHAN,TX,1344639,Populated Place,Catclaw,Callahan,32.37096,-99.19257,490,0.875,32.37096,-99.19257
CAT SPRING,,CAT SPRING,TX,AUSTIN,,,Austin,1853,,TRUE,0,130207,TRUE,,TRUE,CAT SPRING,AUSTIN,TX,2732185,Post Office,Cat Spring Post Office,Austin,29.84707,-96.32645,93,1,29.84707,-96.32645
CATALINE,,CATALINE,TX,HEMPHILL,,,Hemphill,1887,1912,TRUE,4,130212,TRUE,25,TRUE,CATALINE,HEMPHILL,TX,1353964,Cemetery,Cataline Cemetery,Hemphill,35.71117,-100.1478,739,1,35.71117,-100.1478
CATARINA,,CATARINA,TX,DIMMIT,,,Dimmit,1910,,TRUE,0,130220,TRUE,,TRUE,CATARINA,DIMMIT,TX,2732207,Post Office,Catarina Post Office,Dimmit,28.34278,-99.61363,168,1,28.34278,-99.61363
CATFISH,,CATFISH,TX,HENDERSON,,,Henderson,1888,1910,TRUE,4,130223,FALSE,22,FALSE,,,,,,,,,,,,,
CATHEDRAL,,CATHEDRAL,TX,BREWSTER,,,Brewster,1910,1911,TRUE,6,130230,FALSE,1,FALSE,,,,,,,,,,,,,
CATHRON'S  STORE,CATHRONS  STORE,CATHRON'S  STORE,TX,LAMAR,,,Lamar,1878,1905,TRUE,5,130243,FALSE,27,FALSE,,,,,,,,,,,,,
CATON,,CATON,TX,RED RIVER,,,Red River,1892,1905,TRUE,5,130253,FALSE,13,FALSE,,,,,,,,,,,,,
CATONVILLE,,CATONVILLE,TX,RED RIVER,,,Red River,1888,1888,TRUE,8,130254,TRUE,0,TRUE,CATONVILLE,RED RIVER,TX,1353983,Cemetery,Catonville Cemetery,Red River,33.61928,-95.203,137,1,33.61928,-95.203
CAUSEY,,CAUSEY,TX,GAINES,,,Gaines,1890,1892,TRUE,7,130259,FALSE,2,FALSE,,,,,,,,,,,,,
CAVENDER,,CAVENDER,TX,DIMMIT,,,Dimmit,1890,1891,TRUE,7,130274,FALSE,1,FALSE,,,,,,,,,,,,,
CAVINESS,,CAVINESS,TX,LAMAR,,,Lamar,1895,1943,TRUE,2,130281,TRUE,48,TRUE,CAVINESS,LAMAR,TX,1354021,Populated Place,Caviness,Lamar,33.75788,-95.61329,174,1,33.75788,-95.61329
CAWTHON,,CAWTHON,TX,BRAZOS,,,Brazos,1912,1954,TRUE,1,130287,TRUE,42,TRUE,CAWTHON,BRAZOS,TX,1354026,Populated Place,Cawthon,Brazos,30.41854,-96.24302,71,1,30.41854,-96.24302
CAWTHON,,CAWTHON,TX,GRIMES,,,Grimes,1892,1907,TRUE,3,130288,FALSE,15,FALSE,,,,,,,,,,,,,
CAYOTE,,CAYOTE,TX,BOSQUE,,,Bosque,1879,1909,TRUE,4,130290,TRUE,30,TRUE,CAYOTE,BOSQUE,TX,1378102,Populated Place,Cayote,Bosque,31.76877,-97.45752,220,1,31.76877,-97.45752
CAYUGA,,CAYUGA,TX,ANDERSON,,,Anderson,1894,,TRUE,0,130296,TRUE,,TRUE,CAYUGA,ANDERSON,TX,2732260,Post Office,Cayuga Post Office,Anderson,31.95673,-95.97651,93,1,31.95673,-95.97651
CECIL,,CECIL,TX,WALKER,,,Walker,1893,1909,TRUE,4,130306,FALSE,16,FALSE,,,,,,,,,,,,,
CEDAR,,CEDAR,TX,FAYETTE,,,Fayette,1859,1904,TRUE,5,130322,TRUE,45,TRUE,CEDAR,FAYETTE,TX,1332388,Cemetery,Cedar Cemetery,Fayette,29.85773,-96.93248,111,1,29.85773,-96.93248
CEDAR BAYOU,,CEDAR BAYOU,TX,HARRIS,,,Harris,1870,1954,TRUE,1,130327,TRUE,84,TRUE,CEDAR BAYOU,HARRIS,TX,2034871,Populated Place,Cedar Bayou,Harris,29.7755,-94.94215,8,1,29.7755,-94.94215
CEDAR BAYOU,,CEDAR BAYOU,TX,CHAMBERS,,,Chambers,1847,1866,TRUE,7,130328,FALSE,19,FALSE,,,,,,,,,,,,,
CEDAR CREEK,,CEDAR CREEK,TX,BASTROP,,,Bastrop,1852,,TRUE,0,130340,TRUE,,TRUE,CEDAR CREEK,BASTROP,TX,2731818,Post Office,Cedar Creek Post Office,Bastrop,30.08585,-97.4982,131,1,30.08585,-97.4982
CEDAR CREEK,,CEDAR CREEK,TX,WASHINGTON,,,Washington,1837,1848,TRUE,8,130341,FALSE,11,FALSE,,,,,,,,,,,,,
CEDAR FORK,,CEDAR FORK,TX,KAUFMAN,,,Kaufman,1854,1866,TRUE,7,130348,FALSE,12,FALSE,,,,,,,,,,,,,
CEDAR GROVE,,CEDAR GROVE,TX,BRAZORIA,,,Brazoria,1886,1911,TRUE,4,130352,TRUE,25,TRUE,CEDAR GROVE,BRAZORIA,TX,1354092,Cemetery,Cedar Grove Cemetery,Brazoria,29.1502,-95.80198,15,1,29.1502,-95.80198
CEDAR GROVE,,CEDAR GROVE,TX,KAUFMAN,,,Kaufman,1850,1874,TRUE,6,130353,TRUE,24,TRUE,CEDAR GROVE,KAUFMAN,TX,2034658,Populated Place,Cedar Grove,Kaufman,32.75791,-96.08664,174,1,32.75791,-96.08664
CEDAR HILL,,CEDAR HILL,TX,DALLAS,,,Dallas,1852,,TRUE,0,130356,TRUE,,TRUE,CEDAR HILL,DALLAS,TX,2731116,Post Office,Cedar Hill Post Office,Dallas,32.59137,-96.93429,241,1,32.59137,-96.93429
CEDAR KNOB,,CEDAR KNOB,TX,PALO PINTO,,,Palo Pinto,1877,1877,TRUE,9,130362,FALSE,0,FALSE,,,,,,,,,,,,,
CEDAR LAKE,,CEDAR LAKE,TX,BRAZORIA,,,Brazoria,1848,1854,TRUE,8,130363,FALSE,6,FALSE,,,,,,,,,,,,,
CEDAR LAKE,,CEDAR LAKE,TX,MATAGORDA,,,Matagorda,1893,,TRUE,0,130364,TRUE,,TRUE,CEDAR LAKE,MATAGORDA,TX,1379520,Populated Place,Cedar Lake,Matagorda,28.90109,-95.6369,4,1,28.90109,-95.6369
CEDAR MILLS,,CEDAR MILLS,TX,GRAYSON,,,Grayson,1872,1907,TRUE,5,130366,TRUE,35,TRUE,CEDAR MILLS,GRAYSON,TX,1354132,Populated Place,Cedar Mills,Grayson,33.82871,-96.81972,201,1,33.82871,-96.81972
CEDAR PARK,,CEDAR PARK,TX,WILLIAMSON,,,Williamson,1887,,TRUE,0,130369,TRUE,,TRUE,CEDAR PARK,WILLIAMSON,TX,2361070,Post Office,Cedar Park Post Office,Williamson,30.52176,-97.82469,289,1,30.52176,-97.82469
CEDAR VALLEY,,CEDAR VALLEY,TX,HAYS,,,Hays,1872,1875,TRUE,6,130378,FALSE,3,FALSE,,,,,,,,,,,,,
CEDAR VALLEY,,CEDAR VALLEY,TX,TRAVIS,,,Travis,1875,1957,TRUE,1,130379,TRUE,82,TRUE,CEDAR VALLEY,TRAVIS,TX,1373030,Populated Place,Cedar Valley,Travis,30.22243,-97.95584,333,1,30.22243,-97.95584
CEDAR YARD,,CEDAR YARD,TX,SHELBY,,,Shelby,1875,1876,TRUE,9,130381,TRUE,1,TRUE,CEDAR YARD,SHELBY,TX,1354168,Cemetery,Cedar Yard Cemetery,Shelby,31.87128,-94.22548,96,1,31.87128,-94.22548
CEDARFIELD,,CEDARFIELD,TX,GRAYSON,,,Grayson,1868,1868,TRUE,9,130385,FALSE,0,FALSE,,,,,,,,,,,,,
CEDARTON,,CEDARTON,TX,BROWN,,,Brown,1884,1891,TRUE,6,130393,FALSE,7,FALSE,,,,,,,,,,,,,
CEE VEE,,CEE VEE,TX,COTTLE,,,Cottle,1928,,TRUE,0,130408,TRUE,,TRUE,CEE VEE,COTTLE,TX,1354171,Populated Place,Cee Vee,Cottle,34.22313,-100.4457,573,1,34.22313,-100.4457
CEGO,,CEGO,TX,FALLS,,,Falls,1895,1905,TRUE,5,130411,TRUE,10,TRUE,CEGO,FALLS,TX,1354172,Populated Place,Cego,Falls,31.24518,-97.1625,154,1,31.24518,-97.1625
CELE,,CELE,TX,TRAVIS,,,Travis,1896,1902,TRUE,5,130412,TRUE,6,TRUE,CELE,TRAVIS,TX,1379522,Populated Place,Cele,Travis,30.44131,-97.5225,170,1,30.44131,-97.5225
CELESTE,,CELESTE,TX,HUNT,,,Hunt,1886,,TRUE,0,130413,TRUE,,TRUE,CELESTE,HUNT,TX,2731968,Post Office,Celeste Post Office,Hunt,33.29412,-96.19467,204,1,33.29412,-96.19467
CELESTE,,CELESTE,TX,MONTAGUE,,,Montague,1881,1882,TRUE,6,130414,FALSE,1,FALSE,,,,,,,,,,,,,
CELINA,,CELINA,TX,COLLIN,,,Collin,1881,,TRUE,0,130420,TRUE,,TRUE,CELINA,COLLIN,TX,2731526,Post Office,Celina Post Office,Collin,33.32424,-96.79502,204,1,33.32424,-96.79502
CELTIC,,CELTIC,TX,BRISCOE,,,Briscoe,1891,1893,TRUE,7,130423,FALSE,2,FALSE,,,,,,,,,,,,,
CELYNDA,,CELYNDA,TX,LEE,,,Lee,1895,1895,TRUE,8,130425,FALSE,0,FALSE,,,,,,,,,,,,,
CEMENT,,CEMENT,TX,DALLAS,,,Dallas,1907,1915,TRUE,4,130427,FALSE,8,FALSE,,,,,,,,,,,,,
CENIZA,,CENIZA,TX,HIDALGO,,,Hidalgo,1926,1928,TRUE,3,130432,FALSE,2,FALSE,,,,,,,,,,,,,
CENIZAL,,CENIZAL,TX,HIDALGO,,,Hidalgo,1901,1908,TRUE,5,130433,FALSE,7,FALSE,,,,,,,,,,,,,
CENTENARY,,CENTENARY,TX,TITUS,,,Titus,1885,1888,TRUE,7,130434,FALSE,3,FALSE,,,,,,,,,,,,,
CENTENNIAL,,CENTENNIAL,TX,PANOLA,,,Panola,1875,1913,TRUE,4,130438,TRUE,38,TRUE,CENTENNIAL,PANOLA,TX,1889882,Populated Place,Centennial,Panola,32.22572,-94.06519,100,1,32.22572,-94.06519
CENTER,,CENTER,TX,SHELBY,,,Shelby,1866,,TRUE,0,130449,TRUE,,TRUE,CENTER,SHELBY,TX,2731940,Post Office,Center Post Office,Shelby,31.79708,-94.17956,117,1,31.79708,-94.17956
CENTER CITY,,CENTER CITY,TX,MILLS,,,Mills,1877,1920,TRUE,3,130454,TRUE,43,TRUE,CENTER CITY,MILLS,TX,1354189,Populated Place,Center City,Mills,31.47044,-98.40893,429,1,31.47044,-98.40893
CENTER POINT,,CENTER POINT,TX,KERR,,,Kerr,1872,,TRUE,0,130457,TRUE,,TRUE,CENTER POINT,KERR,TX,2732270,Post Office,Center Point Post Office,Kerr,29.94477,-99.03699,464,1,29.94477,-99.03699
CENTERVILLE,,CENTERVILLE,TX,LEON,,,Leon,1850,,TRUE,0,130467,TRUE,,TRUE,CENTERVILLE,LEON,TX,2731340,Post Office,Centerville Post Office,Leon,31.25837,-95.97674,107,1,31.25837,-95.97674
CENTRAL,,CENTRAL,TX,DAWSON,,,Dawson,1904,1905,TRUE,4,130478,FALSE,1,FALSE,,,,,,,,,,,,,
CENTRAL,,CENTRAL,TX,LYNN,,,Lynn,1905,1911,TRUE,4,130479,TRUE,6,TRUE,CENTRAL,LYNN,TX,1354221,Church,Central Church,Lynn,33.16565,-101.5951,904,,33.16565,-101.5951
CENTRAL ACADEMY,,CENTRAL ACADEMY,TX,HARRISON,,,Harrison,1847,1849,TRUE,9,130490,FALSE,2,FALSE,,,,,,,,,,,,,
CENTRAL SPRINGS,,CENTRAL SPRINGS,TX,HARRISON,,,Harrison,1851,1852,TRUE,9,130509,FALSE,1,FALSE,,,,,,,,,,,,,
CENTRALIA,,CENTRALIA,TX,TRINITY,,,Trinity,1874,,TRUE,0,130515,TRUE,,TRUE,CENTRALIA,TRINITY,TX,2731679,Post Office,Centralia Post Office,Trinity,31.25935,-95.0397,98,1,31.25935,-95.0397
CENTRE,,CENTRE,TX,CASS,,,Cass,1849,1852,TRUE,8,130518,FALSE,3,FALSE,,,,,,,,,,,,,
CENTRE,,CENTRE,TX,RUSK,,,Rusk,1854,1858,TRUE,8,130519,FALSE,4,FALSE,,,,,,,,,,,,,
CENTRE  MILL,,CENTRE  MILL,TX,HOOD,,,Hood,1874,1912,TRUE,4,130521,TRUE,38,TRUE,CENTER MILL,HOOD,TX,1378108,Populated Place,Center Mill,Hood,32.55402,-97.76447,268,0.8333333,32.55402,-97.76447
CENTREVILLE,,CENTREVILLE,TX,GONZALES,,,Gonzales,1848,1849,TRUE,9,130531,TRUE,1,TRUE,CENTERVILLE,GONZALES,TX,1330391,Populated Place,Centerville,Gonzales,29.52329,-97.68389,110,0.8181818,29.52329,-97.68389
CENTREVILLE,,CENTREVILLE,TX,HENDERSON,,,Henderson,1849,1849,TRUE,9,130532,FALSE,0,FALSE,,,,,,,,,,,,,
CERIES,,CERIES,TX,RED RIVER,,,Red River,1903,1907,TRUE,6,130550,FALSE,4,FALSE,,,,,,,,,,,,,
CESTOHOWA,,CESTOHOWA,TX,KARNES,,,Karnes,1883,1918,TRUE,4,130561,TRUE,35,TRUE,CESTOHOWA,KARNES,TX,1354240,Populated Place,Cestohowa,Karnes,29.00997,-97.93473,95,1,29.00997,-97.93473
CETA,,CETA,TX,RANDALL,,,Randall,1892,1913,TRUE,4,130563,TRUE,21,TRUE,CLETA,RANDALL,TX,1379559,Populated Place,Cleta,Randall,34.92534,-101.9266,1095,0.75,34.92534,-101.9266
CEYOLA,,CEYOLA,TX,LIMESTONE,,,Limestone,1894,1894,TRUE,8,130565,FALSE,0,FALSE,,,,,,,,,,,,,
CHADWICK,,CHADWICK,TX,LAMPASAS,,,Lampasas,1910,1918,TRUE,4,130574,FALSE,8,FALSE,,,,,,,,,,,,,
CHAHA,,CHAHA,TX,DALLAS,,,Dallas,1901,1904,TRUE,6,130582,FALSE,3,FALSE,,,,,,,,,,,,,
CHALK,,CHALK,TX,COTTLE,,,Cottle,1906,,TRUE,0,130589,TRUE,,TRUE,CHALK,COTTLE,TX,1379526,Populated Place,Chalk,Cottle,33.87841,-100.2234,542,1,33.87841,-100.2234
CHALK MOUNTAIN,,CHALK MOUNTAIN,TX,ERATH,,,Erath,1886,1927,TRUE,3,130593,TRUE,41,TRUE,CHALK MOUNTAIN,ERATH,TX,1332619,Populated Place,Chalk Mountain,Erath,32.15431,-97.91087,367,1,32.15431,-97.91087
CHALK MOUNTAIN,,CHALK MOUNTAIN,TX,SOMERVELL,,,Somervell,1876,1886,TRUE,4,130594,TRUE,10,TRUE,CHALK MOUNTAIN,SOMERVELL,TX,1332622,Church,Chalk Mountain Church,Somervell,32.14459,-97.89531,364,,32.14459,-97.89531
CHALKTON,,CHALKTON,TX,HOWARD,,,Howard,1939,1939,TRUE,4,130596,TRUE,0,TRUE,CHALKTON,HOWARD,TX,1343335,Populated Place,Chalkton,Howard,32.1254,-101.2612,745,1,32.1254,-101.2612
CHALMERS,,CHALMERS,TX,HARRIS,,,Harris,1882,1884,TRUE,7,130602,TRUE,2,TRUE,CHAUMES,HARRIS,TX,1373065,School,Chaumes School,Harris,29.86078,-95.37716,22,0.75,29.86078,-95.37716
CHALMERS,,CHALMERS,TX,MATAGORDA,,,Matagorda,1912,1915,TRUE,5,130603,FALSE,3,FALSE,,,,,,,,,,,,,
CHAMBERS' CREEK,CHAMBERS CREEK,CHAMBERS' CREEK,TX,ELLIS,,,Ellis,1844,1891,TRUE,6,130615,TRUE,47,TRUE,CHAMBERS CREEK,ELLIS,TX,1336043,Populated Place,Chambers Creek,Ellis,32.25626,-96.86527,165,1,32.25626,-96.86527
CHAMBERSIA,,CHAMBERSIA,TX,CHAMBERS,,,Chambers,1846,1860,TRUE,7,130618,TRUE,14,TRUE,CHAMBERSIA,CHAMBERS,TX,1329510,Populated Place,Chambersia,Chambers,29.773,-94.6827,9,1,29.773,-94.6827
CHAMBERSVILLE,,CHAMBERSVILLE,TX,COLLIN,,,Collin,1894,1903,TRUE,5,130619,TRUE,9,TRUE,CHAMBERSVILLE,COLLIN,TX,1379530,Populated Place,Chambersville,Collin,33.30622,-96.63582,199,1,33.30622,-96.63582
CHAMBLISS,,CHAMBLISS,TX,COLLIN,,,Collin,1898,1903,TRUE,5,130620,TRUE,5,TRUE,CHAMBLISS,COLLIN,TX,1379531,Populated Place,Chambliss,Collin,33.29484,-96.49526,186,1,33.29484,-96.49526
CHAMP,,CHAMP,TX,BORDEN,,,Borden,1908,1912,TRUE,5,130624,FALSE,4,FALSE,,,,,,,,,,,,,
CHAMPION,,CHAMPION,TX,NOLAN,,,Nolan,1907,1909,TRUE,5,130626,TRUE,2,TRUE,CHAMPION,NOLAN,TX,1378111,Populated Place,Champion,Nolan,32.35873,-100.6204,709,1,32.35873,-100.6204
CHANCE PRAIRIE,,CHANCE PRAIRIE,TX,BURLESON,,,Burleson,1851,1862,TRUE,7,130640,FALSE,11,FALSE,,,,,,,,,,,,,
CHANCEY,,CHANCEY,TX,ANGELINA,,,Angelina,1915,1916,TRUE,6,130642,FALSE,1,FALSE,,,,,,,,,,,,,
CHANCEY,,CHANCEY,TX,BOWIE,,,Bowie,1890,1892,TRUE,7,130643,FALSE,2,FALSE,,,,,,,,,,,,,
CHANDLER,,CHANDLER,TX,HENDERSON,,,Henderson,1880,,TRUE,0,130650,TRUE,,TRUE,CHANDLER,HENDERSON,TX,2731584,Post Office,Chandler Post Office,Henderson,32.30802,-95.47643,120,1,32.30802,-95.47643
CHANNEL,,CHANNEL,TX,HARRIS,,,Harris,1919,1923,TRUE,4,130658,FALSE,4,FALSE,,,,,,,,,,,,,
CHANNELVIEW,,CHANNELVIEW,TX,HARRIS,,,Harris,1933,,TRUE,0,130660,TRUE,,TRUE,CHANNELVIEW,HARRIS,TX,2731173,Post Office,Channelview Post Office,Harris,29.78185,-95.12542,9,1,29.78185,-95.12542
CHANNING,,CHANNING,TX,HARTLEY,,,Hartley,1891,,TRUE,0,130662,TRUE,,TRUE,CHANNING,HARTLEY,TX,2731443,Post Office,Channing Post Office,Hartley,35.68338,-102.3293,1160,1,35.68338,-102.3293
CHAPEL HILL,CHAPPEL HILL,CHAP(P)EL HILL,TX,WASHINGTON,,,Washington,1847,,TRUE,0,130669,TRUE,,TRUE,CHAPEL HILL,WASHINGTON,TX,1332674,Populated Place,Chapel Hill,Washington,30.14272,-96.25691,91,1,30.14272,-96.25691
CHAPIN,,CHAPIN,TX,HIDALGO,,,Hidalgo,1908,1911,TRUE,5,130679,TRUE,3,TRUE,CHAPIN,HIDALGO,TX,1335095,Populated Place,Chapin,Hidalgo,26.30174,-98.16334,29,1,26.30174,-98.16334
CHAPMAN,,CHAPMAN,TX,RUSK,,,Rusk,1894,1904,TRUE,5,130685,TRUE,10,TRUE,CHAPMAN,RUSK,TX,1378114,Populated Place,Chapman,Rusk,32.14988,-94.63326,126,1,32.14988,-94.63326
CHAPMAN RANCH,,CHAPMAN RANCH,TX,NUECES,,,Nueces,1926,,TRUE,0,130691,TRUE,,TRUE,CHAPMAN RANCH,NUECES,TX,2731915,Post Office,Chapman Ranch Post Office,Nueces,27.58835,-97.45432,8,1,27.58835,-97.45432
CHAPPEL,,CHAPPEL,TX,BURNET,,,Burnet,1888,1890,TRUE,5,130694,FALSE,2,FALSE,,,,,,,,,,,,,
CHAPPEL,,CHAPPEL,TX,SAN SABA,,,San Saba,1897,1939,TRUE,2,130695,TRUE,42,TRUE,CHAPPEL,SAN SABA,TX,1379534,Populated Place,Chappel,San Saba,31.05573,-98.57087,398,1,31.05573,-98.57087
CHARCO,,CHARCO,TX,GOLIAD,,,Goliad,1855,1954,TRUE,1,130698,TRUE,99,TRUE,CHARCO,GOLIAD,TX,1354316,Populated Place,Charco,Goliad,28.74054,-97.61555,74,1,28.74054,-97.61555
CHARITY,,CHARITY,TX,PARKER,,,Parker,1880,1880,TRUE,8,130706,FALSE,0,FALSE,,,,,,,,,,,,,
