Name,AltName,OrigName,State,County1,County2,County3,OrigCounty,Established,Discontinued,Continuous,StampIndex,ID,Coordinates,Duration,GNIS.Match,GNIS.Name,GNIS.County,GNIS.State,GNIS.FEATURE_ID,GNIS.Feature.Class,GNIS.OrigName,GNIS.OrigCounty,GNIS.Latitude,GNIS.Longitude,GNIS.ELEV_IN_M,GNIS.MatchScore,Latitude,Longitude
ABBIEVILLE,,ABBIEVILLE,TX,DENTON,,,Denton,1876,1876,TRUE,9,123830,FALSE,0,FALSE,,,,,,,,,,,,,
ABBOTT,,ABBOTT,TX,HILL,,,Hill,1882,,TRUE,0,123833,TRUE,,TRUE,ABBOTT,HILL,TX,2732277,Post Office,Abbott Post Office,Hill,31.88525,-97.0719,218,1,31.88525,-97.0719
ABE,,ABE,TX,HOUSTON,,,Houston,1887,1888,TRUE,8,123842,FALSE,1,FALSE,,,,,,,,,,,,,
ABERDEEN,,ABERDEEN,TX,COLLINGSWORTH,,,Collingsworth,1889,1942,TRUE,2,123847,TRUE,53,TRUE,ABERDEEN,COLLINGSWORTH,TX,1379308,Populated Place,Aberdeen,Collingsworth,35.03783,-100.1493,632,1,35.03783,-100.1493
ABERDEEN,,ABERDEEN,TX,HENDERSON,,,Henderson,1859,1866,TRUE,7,123848,FALSE,7,FALSE,,,,,,,,,,,,,
ABERDEEN,,ABERDEEN,TX,SMITH,,,Smith,1858,1871,TRUE,6,123849,FALSE,13,FALSE,,,,,,,,,,,,,
ABERFOYLE,,ABERFOYLE,TX,HUNT,,,Hunt,1884,1904,TRUE,5,123855,TRUE,20,TRUE,ABERFOYLE,HUNT,TX,1350850,Populated Place,Aberfoyle,Hunt,33.30511,-96.02525,184,1,33.30511,-96.02525
ABERNATHY,,ABERNATHY,TX,HALE,,,Hale,1910,,TRUE,0,123856,TRUE,,TRUE,ABERNATHY,HALE,TX,2731477,Post Office,Abernathy Post Office,Hale,33.83157,-101.8437,1024,1,33.83157,-101.8437
ABILENE,,ABILENE,TX,TAYLOR,,,Taylor,1881,,TRUE,0,123862,TRUE,,TRUE,ABILENE,TAYLOR,TX,2731349,Post Office,Abilene Post Office,Taylor,32.45203,-99.73231,522,1,32.45203,-99.73231
ABLES,,ABLES,TX,HUDSPETH,,,Hudspeth,1909,1941,TRUE,2,123865,FALSE,32,FALSE,,,,,,,,,,,,,
ABNER,,ABNER,TX,KAUFMAN,,,Kaufman,1885,1903,TRUE,5,123867,TRUE,18,TRUE,ABNER,KAUFMAN,TX,1384213,Populated Place,Abner,Kaufman,32.62791,-96.19164,163,1,32.62791,-96.19164
ABNER,,ABNER,TX,RUSK,,,Rusk,1884,1884,TRUE,7,123868,FALSE,0,FALSE,,,,,,,,,,,,,
ABNEY'S FARM,ABNEYS FARM,ABNEY'S FARM,TX,DENTON,,,Denton,1877,1883,TRUE,7,123869,FALSE,6,FALSE,,,,,,,,,,,,,
ABRA,,ABRA,TX,COLLINGSWORTH,,,Collingsworth,1908,1917,TRUE,4,123873,FALSE,9,FALSE,,,,,,,,,,,,,
ABRAM,,ABRAM,TX,HIDALGO,,,Hidalgo,1901,1941,TRUE,2,123876,TRUE,40,TRUE,ABRAM,HIDALGO,TX,1329182,Populated Place,Abram,Hidalgo,26.1998,-98.41113,36,1,26.1998,-98.41113
ACALA,,ACALA,TX,HUDSPETH,,,Hudspeth,1925,1972,TRUE,1,123886,TRUE,47,TRUE,ACALA,HUDSPETH,TX,1379310,Populated Place,Acala,Hudspeth,31.33401,-105.9144,1083,1,31.33401,-105.9144
ACE,,ACE,TX,POLK,,,Polk,1915,,TRUE,0,123888,TRUE,,TRUE,ACE,POLK,TX,2731859,Post Office,Ace Post Office,Polk,30.53541,-94.82344,52,1,30.53541,-94.82344
ACKERLY,,ACKERLY,TX,DAWSON,,,Dawson,1924,,TRUE,0,123896,TRUE,,TRUE,ACKERLY,DAWSON,TX,2731290,Post Office,Ackerly Post Office,Dawson,32.52591,-101.7159,853,1,32.52591,-101.7159
ACME,,ACME,TX,HARDEMAN,,,Hardeman,1898,1958,TRUE,1,123907,TRUE,60,TRUE,ACME,HARDEMAN,TX,1379312,Populated Place,Acme (historical),Hardeman,34.31674,-99.82399,463,1,34.31674,-99.82399
ACME,,ACME,TX,HENDERSON,,,Henderson,1896,1896,TRUE,5,123908,FALSE,0,FALSE,,,,,,,,,,,,,
ACME,,ACME,TX,HUDSPETH,,,Hudspeth,1884,1886,TRUE,7,123909,FALSE,2,FALSE,,,,,,,,,,,,,
ACME,,ACME,TX,VAN ZANDT,,,Van Zandt,1891,1898,TRUE,5,123910,TRUE,7,TRUE,ACME,VAN ZANDT,TX,2034766,Populated Place,Acme,Van Zandt,32.35931,-95.7258,140,1,32.35931,-95.7258
ACOL,,ACOL,TX,ANGELINA,,,Angelina,1938,1938,TRUE,3,123916,FALSE,0,FALSE,,,,,,,,,,,,,
ACOL,,ACOL,TX,POLK,,,Polk,1938,1942,TRUE,3,123917,FALSE,4,FALSE,,,,,,,,,,,,,
ACOL,,ACOL,TX,TYLER,,,Tyler,1934,1938,TRUE,3,123918,FALSE,4,FALSE,,,,,,,,,,,,,
ACOMB,,ACOMB,TX,MCLENNAN,,,McLennan,1870,1880,TRUE,7,123920,FALSE,10,FALSE,,,,,,,,,,,,,
ACONA,,ACONA,TX,GUADALUPE,,,Guadalupe,1895,1903,TRUE,5,123922,FALSE,8,FALSE,,,,,,,,,,,,,
ACORN,,ACORN,TX,ROBERTSON,,,Robertson,1881,1890,TRUE,6,123924,TRUE,9,TRUE,ACORN,ROBERTSON,TX,1356768,Populated Place,Acorn,Robertson,31.10546,-96.38413,118,1,31.10546,-96.38413
ACREY,,ACREY,TX,ERATH,,,Erath,1890,1894,TRUE,7,123929,TRUE,4,TRUE,ACREA,ERATH,TX,1329191,Cemetery,Acrea Cemetery,Erath,32.32097,-98.11032,322,0.8,32.32097,-98.11032
ACTON,,ACTON,TX,HOOD,,,Hood,1861,1906,TRUE,5,123933,TRUE,45,TRUE,ACTON,HOOD,TX,2793386,Post Office,Acton Post Office,Hood,32.44536,-97.69137,237,1,32.44536,-97.69137
ACUFF,,ACUFF,TX,LUBBOCK,,,Lubbock,1903,1912,TRUE,4,123937,TRUE,9,TRUE,ACUFF,LUBBOCK,TX,1379313,Populated Place,Acuff,Lubbock,33.59509,-101.6202,957,1,33.59509,-101.6202
ACWORTH,,ACWORTH,TX,RED RIVER,,,Red River,1902,1954,TRUE,1,123939,TRUE,52,TRUE,ACWORTH,RED RIVER,TX,1379314,Populated Place,Acworth,Red River,33.77428,-94.94967,120,1,33.77428,-94.94967
AD HALL,,AD HALL,TX,MILAM,,,Milam,1874,1912,TRUE,4,123940,TRUE,38,TRUE,AD HALL,MILAM,TX,1384047,Locale,Ad Hall (historical),Milam,30.84741,-97.09388,151,1,30.84741,-97.09388
ADA,,ADA,TX,CAMP,,,Camp,1901,1901,TRUE,7,123945,FALSE,0,FALSE,,,,,,,,,,,,,
ADA,,ADA,TX,LAMPASAS,,,Lampasas,1878,1886,TRUE,6,123946,FALSE,8,FALSE,,,,,,,,,,,,,
ADA,,ADA,TX,MONTGOMERY,,,Montgomery,1893,1899,TRUE,6,123947,TRUE,6,TRUE,ADA,MONTGOMERY,TX,1383397,Populated Place,Ada,Montgomery,30.4877,-95.49022,104,1,30.4877,-95.49022
ADA,,ADA,TX,UPSHUR,,,Upshur,1902,1904,TRUE,6,123948,FALSE,2,FALSE,,,,,,,,,,,,,
ADAIR,,ADAIR,TX,FISHER,,,Fisher,1908,1917,TRUE,4,123955,FALSE,9,FALSE,,,,,,,,,,,,,
ADAIR,,ADAIR,TX,SWISHER,,,Swisher,1890,1895,TRUE,5,123956,FALSE,5,FALSE,,,,,,,,,,,,,
ADALIA,,ADALIA,TX,CALDWELL,,,Caldwell,1901,1904,TRUE,6,123961,FALSE,3,FALSE,,,,,,,,,,,,,
ADAMS,,ADAMS,TX,PECOS,,,Pecos,1899,1903,TRUE,6,123969,FALSE,4,FALSE,,,,,,,,,,,,,
ADAM'S BAYOU,ADAMS BAYOU,ADAM'S BAYOU,TX,ORANGE,,,Orange,1847,1848,TRUE,9,123976,FALSE,1,FALSE,,,,,,,,,,,,,
ADAMSVILLE,,ADAMSVILLE,TX,LAMPASAS,,,Lampasas,1891,1967,TRUE,1,123984,TRUE,76,TRUE,ADAMSVILLE,LAMPASAS,TX,1350883,Populated Place,Adamsville,Lampasas,31.30128,-98.16892,324,1,31.30128,-98.16892
ADDICKS,,ADDICKS,TX,HARRIS,,,Harris,1884,1971,TRUE,1,123989,TRUE,87,TRUE,ADDICKS,HARRIS,TX,1329222,Populated Place,Addicks,Harris,29.78245,-95.64245,28,1,29.78245,-95.64245
ADDIELOU,,ADDIELOU,TX,RED RIVER,,,Red River,1916,1925,TRUE,3,123992,TRUE,9,TRUE,ADDIELOU,RED RIVER,TX,1379317,Populated Place,Addielou,Red River,33.81483,-95.21662,135,1,33.81483,-95.21662
ADDISON,,ADDISON,TX,DALLAS,,,Dallas,1904,,TRUE,0,123997,TRUE,,TRUE,ADDISON,DALLAS,TX,2428254,Post Office,Addison Post Office,Dallas,32.96557,-96.82793,195,1,32.96557,-96.82793
ADDRAN,,ADDRAN,TX,HOPKINS,,,Hopkins,1890,1906,TRUE,5,123998,TRUE,16,TRUE,ADDRAN,HOPKINS,TX,1379318,Populated Place,Addran,Hopkins,33.29428,-95.60301,160,1,33.29428,-95.60301
ADD-RAN,,ADD-RAN,TX,HOOD,,,Hood,1884,1885,TRUE,8,123999,FALSE,1,FALSE,,,,,,,,,,,,,
ADELL,,ADELL,TX,PARKER,,,Parker,1890,1904,TRUE,5,124023,TRUE,14,TRUE,ADELL,PARKER,TX,1377918,Populated Place,Adell,Parker,32.88457,-97.92226,327,1,32.88457,-97.92226
ADIEU,,ADIEU,TX,JACK,,,Jack,1880,1906,TRUE,5,124031,FALSE,26,FALSE,,,,,,,,,,,,,
ADINA,,ADINA,TX,LEE,,,Lee,1895,1908,TRUE,5,124033,TRUE,13,TRUE,ADINA,LEE,TX,1379320,Populated Place,Adina,Lee,30.4216,-97.17249,134,1,30.4216,-97.17249
ADKINS,,ADKINS,TX,BEXAR,,,Bexar,1896,,TRUE,0,124035,TRUE,,TRUE,ADKINS,BEXAR,TX,2731947,Post Office,Adkins Post Office,Bexar,29.37109,-98.28705,164,1,29.37109,-98.28705
ADMIRAL,,ADMIRAL,TX,CALLAHAN,,,Callahan,1897,1929,TRUE,3,124038,TRUE,32,TRUE,ADMIRAL,CALLAHAN,TX,1377919,Populated Place,Admiral,Callahan,32.29652,-99.29785,503,1,32.29652,-99.29785
ADOBE,,ADOBE,TX,HUTCHINSON,,,Hutchins,1880,1881,TRUE,6,124042,FALSE,1,FALSE,,,,,,,,,,,,,
ADOBE WALLS,,ADOBE WALLS,TX,HUTCHINSON,,,Hutchins,1887,1921,TRUE,3,124044,FALSE,34,FALSE,,,,,,,,,,,,,
ADORA,,ADORA,TX,MONTAGUE,,,Montague,1873,1876,TRUE,8,124047,FALSE,3,FALSE,,,,,,,,,,,,,
ADRIAN,,ADRIAN,TX,OLDHAM,,,Oldham,1908,,TRUE,0,124051,TRUE,,TRUE,ADRIAN,OLDHAM,TX,2732237,Post Office,Adrian Post Office,Oldham,35.27076,-102.67,1234,1,35.27076,-102.67
ADSUL,,ADSUL,TX,NEWTON,,,Newton,1907,1911,TRUE,5,124056,TRUE,4,TRUE,ADSUL,NEWTON,TX,1379322,Populated Place,Adsul,Newton,30.64298,-93.84296,30,1,30.64298,-93.84296
ADULLAM,,ADULLAM,TX,MASON,,,Mason,1900,1902,TRUE,6,124057,FALSE,2,FALSE,,,,,,,,,,,,,
ADVANCE,,ADVANCE,TX,PARKER,,,Parker,1894,1906,TRUE,5,124060,TRUE,12,TRUE,ADVANCE,PARKER,TX,1377920,Populated Place,Advance,Parker,32.94123,-97.92726,352,1,32.94123,-97.92726
AFFIE,,AFFIE,TX,WHEELER,,,Wheeler,1879,1912,TRUE,4,124067,FALSE,33,FALSE,,,,,,,,,,,,,
AFRA,,AFRA,TX,SCURRY,,,Scurry,1894,1904,TRUE,5,124070,TRUE,10,TRUE,AFRA,SCURRY,TX,2034894,Populated Place,Afra,Scurry,32.75983,-100.6921,684,1,32.75983,-100.6921
AFRICA,,AFRICA,TX,LIBERTY,,,Liberty,1880,1883,TRUE,8,124071,TRUE,3,TRUE,AFRICA,LIBERTY,TX,1377114,Populated Place,Africa,Liberty,30.39048,-95.06077,49,1,30.39048,-95.06077
AFTON,,AFTON,TX,DICKENS,,,Dickens,1900,,TRUE,0,124078,TRUE,,TRUE,AFTON,DICKENS,TX,2732052,Post Office,Afton Post Office,Dickens,33.7589,-100.8166,769,1,33.7589,-100.8166
AFTON,,AFTON,TX,FISHER,,,Fisher,1892,1893,TRUE,5,124079,TRUE,1,TRUE,AFTON,FISHER,TX,1329243,Cemetery,Afton Cemetery,Fisher,32.89419,-100.2299,552,1,32.89419,-100.2299
AGEE,,AGEE,TX,HAMILTON,,,Hamilton,1897,1905,TRUE,5,124099,TRUE,8,TRUE,AGEE,HAMILTON,TX,1329247,Church,Agee Church,Hamilton,31.79821,-97.98559,349,,31.79821,-97.98559
AGISTHA,,AGISTHA,TX,GREGG,,,Gregg,1899,1901,TRUE,6,124104,FALSE,2,FALSE,,,,,,,,,,,,,
AGNES,,AGNES,TX,PARKER,,,Parker,1879,1907,TRUE,5,124106,TRUE,28,TRUE,AGNES,PARKER,TX,1377921,Populated Place,Agnes,Parker,32.97929,-97.78864,370,1,32.97929,-97.78864
AGRICOLA,,AGRICOLA,TX,PARKER,,,Parker,1878,1879,TRUE,9,124116,FALSE,1,FALSE,,,,,,,,,,,,,
AGUA DULCE,,AGUA DULCE,TX,NUECES,,,Nueces,1908,,TRUE,0,124121,TRUE,,TRUE,AGUA DULCE,NUECES,TX,2732135,Post Office,Agua Dulce Post Office,Nueces,27.78142,-97.91083,39,1,27.78142,-97.91083
AGUA NUEVA,,AGUA NUEVA,TX,JIM HOGG,,,Jim Hogg,1910,1966,TRUE,1,124126,TRUE,56,TRUE,AGUA NUEVA,JIM HOGG,TX,1381013,Populated Place,Agua Nueva,Jim Hogg,26.90172,-98.6003,127,1,26.90172,-98.6003
AGUILARES,,AGUILARES,TX,WEBB,,,Webb,1890,1963,TRUE,1,124133,TRUE,73,TRUE,AGUILARES,WEBB,TX,1329274,Populated Place,Aguilares,Webb,27.44864,-99.08725,183,1,27.44864,-99.08725
AID,,AID,TX,GRIMES,,,Grimes,1905,1913,TRUE,4,124145,FALSE,8,FALSE,,,,,,,,,,,,,
AIKEN,,AIKEN,TX,BELL,,,Bell,1868,1872,TRUE,7,124147,FALSE,4,FALSE,,,,,,,,,,,,,
AIKEN,,AIKEN,TX,FLOYD,,,Floyd,1922,,TRUE,0,124148,TRUE,,TRUE,AIKEN,FLOYD,TX,2732353,Post Office,Aiken Post Office,Floyd,34.13979,-101.5198,1006,1,34.13979,-101.5198
AIR HALL,,AIR HALL,TX,BELL,,,Bell,1860,,TRUE,0,124160,FALSE,,FALSE,,,,,,,,,,,,,
AIRLINE,,AIRLINE,TX,HARRIS,,,Harris,1905,1911,TRUE,4,124162,TRUE,6,TRUE,AIRLINE,HARRIS,TX,2470654,Church,Airline United Methodist Church,Harris,29.9157,-95.4033,25,,29.9157,-95.4033
AJAX,,AJAX,TX,PANOLA,,,Panola,1900,1907,TRUE,5,124165,FALSE,7,FALSE,,,,,,,,,,,,,
AKEN,,AKEN,TX,SHELBY,,,Shelby,1889,1909,TRUE,4,124173,TRUE,20,TRUE,AIKEN,SHELBY,TX,1350911,Populated Place,Aiken,Shelby,31.6899,-94.33215,124,0.75,31.6899,-94.33215
AKIN,,AKIN,TX,SABINE,,,Sabine,1884,1886,TRUE,7,124177,FALSE,2,FALSE,,,,,,,,,,,,,
ALABAMA,,ALABAMA,TX,HOUSTON,,,Houston,1840,1878,TRUE,7,124192,FALSE,38,FALSE,,,,,,,,,,,,,
ALAMEDA,,ALAMEDA,TX,BROOKS,,,Brooks,1914,1915,TRUE,6,124199,FALSE,1,FALSE,,,,,,,,,,,,,
ALAMEDA,,ALAMEDA,TX,EASTLAND,,,Eastland,1876,1882,TRUE,7,124200,TRUE,6,TRUE,ALAMEDA,EASTLAND,TX,1372253,Cemetery,Alameda Cemetery,Eastland,32.33412,-98.64683,406,1,32.33412,-98.64683
ALAMITO,,ALAMITO,TX,PRESIDIO,,,Presidio,1884,1892,TRUE,6,124204,FALSE,8,FALSE,,,,,,,,,,,,,
ALAMO,,ALAMO,TX,HIDALGO,,,Hidalgo,1919,,TRUE,0,124209,TRUE,,TRUE,ALAMO,HIDALGO,TX,2793429,Post Office,Alamo Post Office,Hidalgo,26.18492,-98.10815,29,1,26.18492,-98.10815
ALAMO,,ALAMO,TX,REEVES,,,Reeves,1903,1905,TRUE,6,124210,FALSE,2,FALSE,,,,,,,,,,,,,
ALAMO BEACH,,ALAMO BEACH,TX,CALHOUN,,,Calhoun,1907,1915,TRUE,4,124219,TRUE,8,TRUE,ALAMO BEACH,CALHOUN,TX,2034596,Populated Place,Alamo Beach,Calhoun,28.58,-96.58637,4,1,28.58,-96.58637
ALAMO MILLS,,ALAMO MILLS,TX,CASS,,,Cass,1874,1913,TRUE,4,124220,FALSE,39,FALSE,,,,,,,,,,,,,
ALAMOSITAS,,ALAMOSITAS,TX,OLDHAM,,,Oldham,1889,1890,TRUE,7,124224,FALSE,1,FALSE,,,,,,,,,,,,,
ALANREED,,ALANREED,TX,GRAY,,,Gray,1902,,TRUE,0,124226,TRUE,,TRUE,ALANREED,GRAY,TX,1350947,Populated Place,Alanreed,Gray,35.21255,-100.7343,923,1,35.21255,-100.7343
ALAZAN,,ALAZAN,TX,NACOGDOCHES,,,Nacogdoches,1901,1911,TRUE,4,124230,TRUE,10,TRUE,ALAZAN,NACOGDOCHES,TX,1383737,Populated Place,Alazan,Nacogdoches,31.58323,-94.78604,110,1,31.58323,-94.78604
ALBA,,ALBA,TX,WOOD,,,Wood,1881,,TRUE,0,124231,TRUE,,TRUE,ALBA,WOOD,TX,2732328,Post Office,Alba Post Office,Wood,32.79338,-95.63713,139,1,32.79338,-95.63713
ALBADE,,ALBADE,TX,CALDWELL,,,Caldwell,1859,1888,TRUE,6,124233,TRUE,29,TRUE,ALBADE,CALDWELL,TX,1340772,Populated Place,Albade,Caldwell,30.00466,-97.6125,187,1,30.00466,-97.6125
ALBANY,,ALBANY,TX,SHACKELFORD,,,Shackelford,1876,,TRUE,0,124240,TRUE,,TRUE,ALBANY,SHACKELFORD,TX,2732326,Post Office,Albany Post Office,Shackelford,32.72674,-99.29876,433,1,32.72674,-99.29876
ALBERT,,ALBERT,TX,GILLESPIE,,,Gillespie,1892,,TRUE,0,124256,TRUE,,TRUE,ALBERT,GILLESPIE,TX,1377922,Populated Place,Albert,Gillespie,30.19382,-98.6017,450,1,30.19382,-98.6017
ALBION,,ALBION,TX,RED RIVER,,,Red River,1886,1929,TRUE,3,124275,TRUE,43,TRUE,ALBION,RED RIVER,TX,1379328,Populated Place,Albion,Red River,33.859,-95.03078,117,1,33.859,-95.03078
ALBUQUERQUE,,ALBUQUERQUE,TX,WILSON,,,Wilson,1870,1883,TRUE,7,124284,FALSE,13,FALSE,,,,,,,,,,,,,
ALCEDO,,ALCEDO,TX,ANGELINA,,,Angelina,1916,1924,TRUE,3,124292,FALSE,8,FALSE,,,,,,,,,,,,,
ALCINO,,ALCINO,TX,FLOYD,,,Floyd,1917,1923,TRUE,3,124295,TRUE,6,TRUE,ALCINO,FLOYD,TX,1379519,Populated Place,Alcino,Floyd,34.14341,-101.2043,965,1,34.14341,-101.2043
ALCOTT,,ALCOTT,TX,FALLS,,,Falls,1890,1891,TRUE,7,124298,FALSE,1,FALSE,,,,,,,,,,,,,
ALDER BRANCH,,ALDER BRANCH,TX,ANDERSON,,,Anderson,1863,,TRUE,0,124316,TRUE,,TRUE,ALDER BRANCH,ANDERSON,TX,1379330,Populated Place,Alder Branch,Anderson,31.68879,-95.45801,112,1,31.68879,-95.45801
ALDERBRANCH,,ALDERBRANCH,TX,ANDERSON,,,Anderson,1876,1913,TRUE,1,124320,TRUE,37,TRUE,ALDERBRANCH,ANDERSON,TX,1379330,Populated Place,Alderbranch,Anderson,31.68879,-95.45801,112,1,31.68879,-95.45801
ALDIE,,ALDIE,TX,YOAKUM,,,Yoakum,1906,1907,TRUE,6,124329,FALSE,1,FALSE,,,,,,,,,,,,,
ALDINE,,ALDINE,TX,HARRIS,,,Harris,1896,1935,TRUE,2,124331,TRUE,39,TRUE,ALDINE,HARRIS,TX,1350960,Populated Place,Aldine,Harris,29.93245,-95.38021,25,1,29.93245,-95.38021
ALDINE,,ALDINE,TX,UVALDE,,,Uvalde,1885,1891,TRUE,6,124332,FALSE,6,FALSE,,,,,,,,,,,,,
ALDRIDGE,ALDRIDGES,ALDRIDGE(S),TX,JASPER,,,Jasper,1907,1923,TRUE,3,124334,FALSE,16,FALSE,,,,,,,,,,,,,
ALEDO,,ALEDO,TX,PARKER,,,Parker,1882,,TRUE,0,124337,TRUE,,TRUE,ALEDO,PARKER,TX,2731085,Post Office,Aledo Post Office,Parker,32.6974,-97.60841,268,1,32.6974,-97.60841
ALEMAN,,ALEMAN,TX,HAMILTON,,,Hamilton,1914,1943,TRUE,2,124340,TRUE,29,TRUE,ALEMAN,HAMILTON,TX,1329344,Populated Place,Aleman,Hamilton,31.63238,-98.04225,357,1,31.63238,-98.04225
ALEO,,ALEO,TX,COLLIN,,,Collin,1895,1901,TRUE,5,124344,FALSE,6,FALSE,,,,,,,,,,,,,
ALEXANDER,,ALEXANDER,TX,ERATH,,,Erath,1881,1964,TRUE,1,124354,TRUE,83,TRUE,ALEXANDER,ERATH,TX,1329346,Populated Place,Alexander,Erath,32.05903,-98.20615,366,1,32.05903,-98.20615
ALEY,,ALEY,TX,HENDERSON,,,Henderson,1894,1907,TRUE,5,124371,TRUE,13,TRUE,ALEY,HENDERSON,TX,2034834,Populated Place,Aley,Henderson,32.32181,-96.2572,109,1,32.32181,-96.2572
ALFALFA,,ALFALFA,TX,OCHILTREE,,,Ochiltree,1900,1924,TRUE,3,124376,FALSE,24,FALSE,,,,,,,,,,,,,
ALFORD,,ALFORD,TX,SABINE,,,Sabine,1896,1896,TRUE,8,124382,TRUE,0,TRUE,ALFORD,SABINE,TX,2575474,Cemetery,Alford Cemetery,Sabine,31.52333,-93.8125,51,1,31.52333,-93.8125
ALFRED,,ALFRED,TX,HENDERSON,,,Henderson,1848,1850,TRUE,8,124387,FALSE,2,FALSE,,,,,,,,,,,,,
ALFRED,,ALFRED,TX,JIM WELLS,,,Jim Wells,1905,1954,TRUE,1,124388,TRUE,49,TRUE,ALFRED,JIM WELLS,TX,1329355,Populated Place,Alfred,Jim Wells,27.88058,-97.98472,50,1,27.88058,-97.98472
ALFRED,,ALFRED,TX,NUECES,,,Nueces,1901,1904,TRUE,4,124389,FALSE,3,FALSE,,,,,,,,,,,,,
ALGERETA,,ALGERETA,TX,SAN SABA,,,San Saba,1885,1890,TRUE,4,124396,TRUE,5,TRUE,ALGERITA,SAN SABA,TX,1379331,Populated Place,Algerita,San Saba,31.22794,-98.8531,398,0.875,31.22794,-98.8531
ALGERITA,,ALGERITA,TX,SAN SABA,,,San Saba,1914,1959,TRUE,1,124397,TRUE,45,TRUE,ALGERITA,SAN SABA,TX,1379331,Populated Place,Algerita,San Saba,31.22794,-98.8531,398,1,31.22794,-98.8531
ALGOA,,ALGOA,TX,GALVESTON,,,Galveston,1897,1959,TRUE,1,124402,TRUE,62,TRUE,ALGOA,GALVESTON,TX,1329358,Populated Place,Algoa,Galveston,29.40246,-95.16938,10,1,29.40246,-95.16938
ALGUNA,,ALGUNA,TX,SAN PATRICIO,,,San Patricio,1855,1866,TRUE,7,124408,FALSE,11,FALSE,,,,,,,,,,,,,
ALHAMBRA,,ALHAMBRA,TX,HUTCHINSON,,,Hutchinson,1901,1928,TRUE,3,124411,FALSE,27,FALSE,,,,,,,,,,,,,
ALICE,,ALICE,TX,JIM WELLS,,,Jim Wells,1888,,TRUE,0,124418,TRUE,,TRUE,ALICE,JIM WELLS,TX,2731384,Post Office,Alice Post Office,Jim Wells,27.75239,-98.07272,62,1,27.75239,-98.07272
ALIEF,,ALIEF,TX,HARRIS,,,Harris,1895,,TRUE,0,124428,TRUE,,TRUE,ALIEF,HARRIS,TX,2731999,Post Office,Alief Post Office,Harris,29.70468,-95.58953,23,1,29.70468,-95.58953
ALLAH,,ALLAH,TX,HUNT,,,Hunt,1875,1878,TRUE,8,124448,FALSE,3,FALSE,,,,,,,,,,,,,
ALLAMOORE,,ALLAMOORE,TX,HUDSPETH,,,Hudspeth,1888,1964,TRUE,1,124451,TRUE,76,TRUE,ALLAMOORE,HUDSPETH,TX,1380817,Populated Place,Allamoore,Hudspeth,31.07819,-105.0036,1387,1,31.07819,-105.0036
ALLARD,,ALLARD,TX,ERATH,,,Erath,1895,1896,TRUE,7,124453,TRUE,1,TRUE,ALLARD,ERATH,TX,1329376,Cemetery,Allard Cemetery,Erath,32.23931,-98.14004,406,1,32.23931,-98.14004
ALLARDALE,,ALLARDALE,TX,NEWTON,,,Newton,1899,1901,TRUE,6,124456,FALSE,2,FALSE,,,,,,,,,,,,,
ALLCORN'S,ALLCORNS,ALLCORN'S,TX,WASHINGTON,,,Washington,1839,1840,TRUE,9,124457,FALSE,1,FALSE,,,,,,,,,,,,,
ALLEN,,ALLEN,TX,COLLIN,,,Collin,1876,,TRUE,0,124466,TRUE,,TRUE,ALLEN,COLLIN,TX,2732171,Post Office,Allen Post Office,Collin,33.10473,-96.67284,203,1,33.10473,-96.67284
ALLENDALE,,ALLENDALE,TX,WICHITA,,,Wichita,1892,1895,TRUE,7,124479,TRUE,3,TRUE,ALLENDALE,WICHITA,TX,1379332,Populated Place,Allendale,Wichita,33.8576,-98.59367,310,1,33.8576,-98.59367
ALLENFARM,,ALLENFARM,TX,BRAZOS,,,Brazos,1885,1948,TRUE,1,124482,TRUE,63,TRUE,ALLENFARM,BRAZOS,TX,1351007,Populated Place,Allenfarm,Brazos,30.39937,-96.24385,61,1,30.39937,-96.24385
ALLEN'S CREEK,ALLENS CREEK,ALLEN'S CREEK,TX,AUSTIN,,,Austin,1853,1853,TRUE,9,124484,FALSE,0,FALSE,,,,,,,,,,,,,
ALLEN'S GROVE,ALLENS GROVE,ALLEN'S GROVE,TX,GRAYSON,,,Grayson,1848,1849,TRUE,9,124485,FALSE,1,FALSE,,,,,,,,,,,,,
ALLENVILLE,,ALLENVILLE,TX,MILAM,,,Milam,1881,1882,TRUE,8,124489,FALSE,1,FALSE,,,,,,,,,,,,,
ALLEY'S MILLS,ALLEYS MILLS,ALLEY'S MILLS,TX,MARION,,,Marion,1852,1861,TRUE,7,124493,FALSE,9,FALSE,,,,,,,,,,,,,
ALLEYTON,,ALLEYTON,TX,COLORADO,,,Colorado,1860,1958,TRUE,1,124494,TRUE,98,TRUE,ALLEYTON,COLORADO,TX,1329407,Populated Place,Alleyton,Colorado,29.70662,-96.48636,57,1,29.70662,-96.48636
ALLIANCE,,ALLIANCE,TX,HUNT,,,Hunt,1886,1904,TRUE,5,124497,FALSE,18,FALSE,,,,,,,,,,,,,
ALLIGATOR,,ALLIGATOR,TX,BRAZOS,,,Brazos,1888,1890,TRUE,7,124500,FALSE,2,FALSE,,,,,,,,,,,,,
ALLISON,,ALLISON,TX,WHEELER,,,Wheeler,1929,,TRUE,0,124503,TRUE,,TRUE,ALLISON,WHEELER,TX,2731998,Post Office,Allison Post Office,Wheeler,35.60772,-100.1002,794,1,35.60772,-100.1002
